period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2020 to 2022,United Kingdom,Male,10,40 to 44,0.821858120978408,40.298507462686565,27.0,4.689741425457534,1.001978265116834,0.9348825763534072,4.38435754626304
2020 to 2022,United Kingdom,Male,11,45 to 49,0.791276985629475,35.53846153846154,23.1,4.407133652672453,1.005781362463955,0.9367320219425431,4.1283032174388925
2020 to 2022,United Kingdom,Male,12,50 to 54,0.757318899140066,30.952380952380953,19.5,4.202092349733427,1.0135202514046577,0.9421476092929865,3.958991261329696
2020 to 2022,United Kingdom,Male,13,55 to 59,0.720470239793613,26.393442622950822,16.1,5.63680449219628,0.9332441950261731,0.9548856818309249,5.382503900878465
2020 to 2022,United Kingdom,Male,14,60 to 64,0.677395265189799,22.24137931034483,12.9,5.237568117749575,0.9259501144482565,0.8911415194823199,4.66741441084351
2020 to 2022,United Kingdom,Male,15,65 to 69,0.639411045199039,18.363636363636363,10.1,4.6135522052488085,0.9407952318896748,0.8251525919542473,3.806884560277288
2020 to 2022,United Kingdom,Male,16,70 to 74,0.601739788310592,14.615384615384615,7.6,3.9239517551509024,0.9701485373175035,0.7762996240919623,3.0461622724786412
2020 to 2022,United Kingdom,Male,17,75 to 79,0.549496306824425,11.020408163265307,5.4,5.032319574456656,0.7318774941877241,0.753125944832945,3.7899704342139926
2020 to 2022,United Kingdom,Male,18,80 to 84,0.48838505301268,8.181818181818182,3.6,3.702806256458042,0.778958595714807,0.5511959293120979,2.040971735591041
2020 to 2022,United Kingdom,Male,19,85 to 89,0.420979173837696,5.749999999999999,2.3,4.050483887814893,0.4248790280462765,0.4293588070606698,1.7391109300906666
2020 to 2022,United Kingdom,Male,20,90+,0.348039260291617,4.0,1.4,4.0,0.0,0.18242555262704613,0.7297022105081845
2020 to 2022,Wales,Female,1,<1,0.90210686729991,81.35135135135135,60.2,4.726792871640001,0.9400996250451981,1.0,4.726792871640001
2020 to 2022,Wales,Female,2,01 to 04,0.899508189361632,81.5068493150685,59.5,0.0,1.0625,0.9400996250451981,0.0
2020 to 2022,Wales,Female,3,05 to 09,0.89179626412725,76.71232876712328,56.0,8.439373508074766,0.9412388006587271,0.9988558516105229,8.429717612467307
2020 to 2022,Wales,Female,4,10 to 14,0.881113213565891,72.53521126760563,51.5,4.004965172859514,1.018496226461195,0.9401618838008401,3.7653156014723574
2020 to 2022,Wales,Female,5,15 to 19,0.85575407351997,67.28571428571429,47.1,4.059370177566549,1.0169272129282505,0.9575513309138041,3.8870553162006547
2020 to 2022,Wales,Female,6,20 to 24,0.83057030133094,62.17391304347826,42.9,4.12922817407572,1.017277982247261,0.9737600061819117,4.020877252314498
2020 to 2022,Wales,Female,7,25 to 29,0.817815296406199,57.05882352941176,38.8,7.2310891059063,0.9477321244816599,0.9905846142818157,7.163005612811631
2020 to 2022,Wales,Female,8,30 to 34,0.800383783556424,52.575757575757585,34.7,3.496105519650726,1.0357718778074498,0.9388088609721508,3.2821748407417473
2020 to 2022,Wales,Female,9,35 to 39,0.780635932091187,47.38461538461539,30.8,6.29127655358235,0.9553064008690336,0.9723918168313977,6.117585838126716
2020 to 2022,Wales,Female,10,40 to 44,0.760008673156048,43.01587301587302,27.1,3.072372021405357,1.0583320776311944,0.9289321267717032,2.8540250760779555
2020 to 2022,Wales,Female,11,45 to 49,0.734202672355835,37.74193548387097,23.4,5.62461757598971,0.9635195372364376,0.9831186677046607,5.529666537655222
2020 to 2022,Wales,Female,12,50 to 54,0.70623567946712,33.333333333333336,20.0,5.281127090857929,0.9684690250378415,0.9472540437552978,5.002568992400825
2020 to 2022,Wales,Female,13,55 to 59,0.679212089042341,28.96551724137931,16.8,4.859493273554097,0.9853557242322715,0.9173862002188461,4.458032069214835
2020 to 2022,Wales,Female,14,60 to 64,0.650952849388895,24.464285714285715,13.7,4.409852626413798,0.9935223731606271,0.9039517437173327,3.986293971183212
2020 to 2022,Wales,Female,15,65 to 69,0.626050338901439,20.185185185185187,10.9,5.21804211248233,0.9196678273588501,0.8980962816407313,4.686304218665127
2020 to 2022,Wales,Female,16,70 to 74,0.597074413710068,16.27450980392157,8.3,4.17029886074638,0.9683368754540153,0.8259502560955932,3.444459412028633
2020 to 2022,Wales,Female,17,75 to 79,0.543099316379212,12.5,6.0,4.849692680414474,0.8415338051544078,0.7997980902680505,3.8787749441824393
2020 to 2022,Wales,Female,18,80 to 84,0.478489237428206,9.090909090909092,4.0,4.632945554719916,0.685840544029104,0.673057130258501,3.1182370397036654
2020 to 2022,Wales,Female,19,85 to 89,0.418319422526407,6.5,2.6,4.458206009880708,0.45940364777684056,0.46160986837915785,2.0579518894282045
2020 to 2022,Wales,Female,20,90+,0.362898427043459,4.444444444444445,1.6,4.444444444444445,0.0,0.21206525738317236,0.9425122550363216
2020 to 2022,Wales,Male,1,<1,0.936801690676247,77.94871794871794,60.8,0.0,1.011647254575707,1.0,0.0
2020 to 2022,Wales,Male,2,01 to 04,0.932245268725321,77.05128205128206,60.1,4.749061877528632,0.9871047789679103,1.011647254575707,4.804375410211993
2020 to 2022,Wales,Male,3,05 to 09,0.92393608932369,73.24675324675324,56.4,4.468006620685529,1.0091090238573641,0.9986018396214464,4.4617596308573715
2020 to 2022,Wales,Male,4,10 to 14,0.914512726259048,68.15789473684211,51.8,4.14301654873303,1.0150350664076493,1.0076981276025658,4.174910018784718
2020 to 2022,Wales,Male,5,15 to 19,0.898983027736591,63.06666666666667,47.3,7.464260465846827,0.9483587973504318,1.0228489358699342,7.634810874547447
2020 to 2022,Wales,Male,6,20 to 24,0.877990291138289,58.63013698630137,42.8,3.710996198809582,1.0243984810102096,0.9700277866927798,3.5997694291565776
2020 to 2022,Wales,Male,7,25 to 29,0.863585878361626,53.611111111111114,38.6,6.554491334832392,0.9575474954475321,0.9936949912257792,6.513165209455719
2020 to 2022,Wales,Male,8,30 to 34,0.847032543631157,49.142857142857146,34.4,3.1294695995172077,1.0478296173235828,0.9515101500870023,2.9777220883293296
2020 to 2022,Wales,Male,9,35 to 39,0.828160219193028,43.91304347826087,30.3,5.55298212184023,0.9735318601818874,0.9970205164451685,5.536437102927934
2020 to 2022,Wales,Male,10,40 to 44,0.80567700157114,39.40298507462686,26.4,5.062145940242907,0.987679001652636,0.970631238014371,4.913476980987395
2020 to 2022,Wales,Male,11,45 to 49,0.776318845902274,34.76923076923077,22.6,4.752529389474965,0.9849230140232372,0.9586720921348961,4.556117292740545
2020 to 2022,Wales,Male,12,50 to 54,0.745628235041107,30.476190476190474,19.2,4.494077574179684,1.0031068905206697,0.9442182064454645,4.243389866718725
2020 to 2022,Wales,Male,13,55 to 59,0.710456373319782,25.901639344262296,15.8,5.9563910949994145,0.9037690612947243,0.9471517890405137,5.64160648185368
2020 to 2022,Wales,Male,14,60 to 64,0.670047845850555,22.06896551724138,12.8,4.0107946405804284,1.0112575690930132,0.8560064832847638,3.433266215460631
2020 to 2022,Wales,Male,15,65 to 69,0.634667006393354,17.857142857142858,10.0,5.118272741087029,0.8883685738828406,0.8656430354144093,4.430597151673405
2020 to 2022,Wales,Male,16,70 to 74,0.598552470090128,14.339622641509434,7.6,4.3650725228080685,0.9235694554353117,0.7690100688627122,3.3567847213553654
2020 to 2022,Wales,Male,17,75 to 79,0.552376915034558,10.8,5.4,4.676493037664112,0.7613008655877052,0.7102342105238066,3.3214053406254487
2020 to 2022,Wales,Male,18,80 to 84,0.499164337347742,8.043478260869565,3.7,4.064192807191606,0.6963749543936426,0.5407019192417744,2.197516851017116
2020 to 2022,Wales,Male,19,85 to 89,0.436739345351505,5.714285714285714,2.4,4.0284467005286935,0.4270792168184454,0.37653127435254563,1.5168361698113768
2020 to 2022,Wales,Male,20,90+,0.382159124726219,3.9473684210526314,1.5,3.9473684210526314,0.0,0.1608086817581364,0.63477111220317
2021 to 2023,England,Female,1,<1,0.92481999150439,82.53333333333333,61.9,4.465606380648126,0.9439561755716838,1.0,4.465606380648126
2021 to 2023,England,Female,2,01 to 04,0.920654086251359,82.70270270270271,61.2,4.3378405534759,0.9948930325032272,0.9439561755716838,4.094731379098866
2021 to 2023,England,Female,3,05 to 09,0.912200421957689,78.76712328767124,57.5,4.098176397604917,1.0143705992612784,0.9391354220646613,3.8487426208601265
2021 to 2023,England,Female,4,10 to 14,0.899569660863313,73.61111111111111,53.0,3.883063923619517,1.0207611031570933,0.952631360867224,3.6991284698920825
2021 to 2023,England,Female,5,15 to 19,0.873464522606419,68.30985915492958,48.5,3.937972913915104,1.0194642617355234,0.9724090388208706,3.829320456122809
2021 to 2023,England,Female,6,20 to 24,0.851497816671982,63.142857142857146,44.2,7.363692246138399,0.9482458032442187,0.9913362628664688,7.299895152185634
2021 to 2023,England,Female,7,25 to 29,0.840391930195715,58.8235294117647,40.0,3.4522485509846845,1.036278161360967,0.9400304508669366,3.2452187618868615
2021 to 2023,England,Female,8,30 to 34,0.824478885340182,53.43283582089551,35.8,6.12484836967149,0.9669871648835099,0.9741330272477099,5.966417083781289
2021 to 2023,England,Female,9,35 to 39,0.803086608420521,48.92307692307692,31.8,5.6530169918422,0.9770658694149775,0.9419741342376539,5.324995786721303
2021 to 2023,England,Female,10,40 to 44,0.778683051647898,44.285714285714285,27.9,2.7908282469875445,1.0675032922825967,0.920370776435334,2.5685967605775883
2021 to 2023,England,Female,11,45 to 49,0.747996211633922,38.87096774193548,24.1,5.252967939217989,0.9791650427975968,0.9824988339654088,5.16103487513935
2021 to 2023,England,Female,12,50 to 54,0.718052825491389,34.333333333333336,20.6,4.973941418602092,0.9900260064269838,0.9620285128083285,4.785073465733518
2021 to 2023,England,Female,13,55 to 59,0.689912161888928,29.655172413793103,17.2,6.358669327974944,0.9087288437730487,0.9524332466045199,6.056208072127757
2021 to 2023,England,Female,14,60 to 64,0.65659772497263,25.636363636363637,14.1,4.050051237793731,1.0214951402894688,0.8655035629579364,3.505333776472675
2021 to 2023,England,Female,15,65 to 69,0.629783503189188,21.132075471698112,11.2,4.884767698301413,0.9557239866703942,0.8841076834647523,4.3186606540087125
2021 to 2023,England,Female,16,70 to 74,0.596471087514988,17.0,8.5,4.982740391259201,0.9062195770525849,0.84496291988686,4.210230870036569
2021 to 2023,England,Female,17,75 to 79,0.541017230598478,13.26086956521739,6.1,4.383134368432378,0.9094265323535868,0.7657219398849875,3.3562621513726
2021 to 2023,England,Female,18,80 to 84,0.471132945661043,9.761904761904761,4.1,4.826273326707377,0.7304734524092128,0.6963678485366659,3.3608615729691134
2021 to 2023,England,Female,19,85 to 89,0.396920190794107,6.756756756756757,2.5,4.038695452943481,0.5979734868389207,0.5086782264673542,2.0543964402450574
2021 to 2023,England,Female,20,90+,0.328508127833818,4.545454545454546,1.5,4.545454545454546,0.0,0.30417609275972196,1.3826186034532817
2021 to 2023,England,Male,1,<1,0.940144045465037,78.84615384615384,61.5,5.684341886080802e-14,1.0098522167487676,1.0,5.684341886080802e-14
2021 to 2023,England,Male,2,01 to 04,0.936592013312783,78.07692307692308,60.9,4.686714658423014,0.9896753149254826,1.0098522167487676,4.732889187077424
2021 to 2023,England,Male,3,05 to 09,0.928873735636748,74.15584415584415,57.1,4.391200554440047,1.0099262692774689,0.9994258106390332,4.388679173799816
2021 to 2023,England,Male,4,10 to 14,0.919690487016279,69.07894736842105,52.5,7.688659373733344,0.9484094596256557,1.009346380358289,7.7605205086855795
2021 to 2023,England,Male,5,15 to 19,0.905341684036814,64.72972972972973,47.9,3.691633856792386,1.0243174709711325,0.9572736551707164,3.533903835643616
2021 to 2023,England,Male,6,20 to 24,0.885839921056222,59.58904109589041,43.5,6.777646479588455,0.956532912693224,0.9805521294917602,6.645835688502792
2021 to 2023,England,Male,7,25 to 29,0.871958323872055,55.21126760563381,39.2,3.2107353899723705,1.0429906175061034,0.9379303844702968,3.011446278749174
2021 to 2023,England,Male,8,30 to 34,0.855897643116215,49.857142857142854,34.9,5.668881285032626,0.9755849957478882,0.9782525908764118,5.545597804453969
2021 to 2023,England,Male,9,35 to 39,0.835315306782268,45.294117647058826,30.8,5.167160640834602,0.9882011800040292,0.9543685497105248,4.931375606914625
2021 to 2023,England,Male,10,40 to 44,0.810440271352832,40.60606060606061,26.8,4.764843459090827,0.9973208249591592,0.9431081269826747,4.493762590068798
2021 to 2023,England,Male,11,45 to 49,0.779935702517661,35.9375,23.0,4.493993452904171,1.0048955700618256,0.9405813752280485,4.2269665421984515
2021 to 2023,England,Male,12,50 to 54,0.746269374321168,31.290322580645157,19.4,4.278451688996775,1.0129451584368143,0.9451860572493257,4.0439328830545795
2021 to 2023,England,Male,13,55 to 59,0.710094223001518,26.666666666666668,16.0,5.710442464078842,0.9259726973236481,0.9574216405126861,5.46730119201167
2021 to 2023,England,Male,14,60 to 64,0.668050801640841,22.63157894736842,12.9,5.302171948328571,0.9265227504437149,0.886546298941564,4.7006209171424755
2021 to 2023,England,Male,15,65 to 69,0.629480356925598,18.703703703703702,10.1,4.696262427978205,0.9277655909896109,0.8214053152910338,3.8575349203428733
2021 to 2023,England,Male,16,70 to 74,0.591297999110106,15.098039215686274,7.7,4.069625510720092,0.9624797415243213,0.7620715877829936,3.101345974636637
2021 to 2023,England,Male,17,75 to 79,0.539563954175103,11.458333333333334,5.5,5.229061610454846,0.7239423894156081,0.7334784648324048,3.835404082550483
2021 to 2023,England,Male,18,80 to 84,0.48006082386455,8.604651162790697,3.7,3.8217066171777265,0.8110210316474168,0.5309961524156631,2.029311509382852
2021 to 2023,England,Male,19,85 to 89,0.414244423982776,5.897435897435897,2.3,3.9716355660622042,0.46769436619075405,0.43064904733296006,1.7103810728783897
2021 to 2023,England,Male,20,90+,0.338828058110597,4.117647058823529,1.4,4.117647058823529,0.0,0.2014121332430408,0.8293440780595797
2021 to 2023,Northern Ireland,Female,1,<1,0.930914392697135,82.46575342465754,60.2,4.263256414560601e-14,1.0117647058823525,1.0,4.263256414560601e-14
2021 to 2023,Northern Ireland,Female,2,01 to 04,0.926919425281008,81.5068493150685,59.5,3.9390622318024384,1.0008746720421426,1.0117647058823525,3.9854041404118767
2021 to 2023,Northern Ireland,Female,3,05 to 09,0.91671101484154,77.5,55.8,7.152382176482192,0.9599090151357206,1.0126496681838144,7.24285743773852
2021 to 2023,Northern Ireland,Female,4,10 to 14,0.904444575163789,73.28571428571429,51.3,3.4174664586287236,1.0301087820660053,0.9720515456638396,3.321953553364379
2021 to 2023,Northern Ireland,Female,5,15 to 19,0.885088184586353,67.82608695652173,46.8,6.306816628441197,0.9721205452786311,1.0013188338091557,6.3151342714389305
2021 to 2023,Northern Ireland,Female,6,20 to 24,0.86168140506671,63.28358208955224,42.4,3.137799544217742,1.0418954456672118,0.9734026107203194,3.0543422682585786
2021 to 2023,Northern Ireland,Female,7,25 to 29,0.842956364146356,57.72727272727273,38.1,5.6886388332858076,0.9795507556515185,1.0141837469100747,5.769325046759956
2021 to 2023,Northern Ireland,Female,8,30 to 34,0.823263603570119,53.125,34.0,5.227202417640278,0.9931984782964223,0.9934444556552521,5.1929352603924634
2021 to 2023,Northern Ireland,Female,9,35 to 39,0.798263454651083,48.225806451612904,29.9,4.864820552681643,0.9968042735386498,0.9866875216288139,4.800057734294366
2021 to 2023,Northern Ireland,Female,10,40 to 44,0.769954942897101,43.5,26.1,4.580033489685427,1.012268187263787,0.9835343382068606,4.504620207243015
2021 to 2023,Northern Ireland,Female,11,45 to 49,0.732685531123067,38.44827586206897,22.3,4.452981742247772,1.0126257822925464,0.9956005216483473,4.433390945472448
2021 to 2023,Northern Ireland,Female,12,50 to 54,0.693274243601847,33.57142857142857,18.8,6.16841232839414,0.9309999108210415,1.008170757085025,6.218812927129722
2021 to 2023,Northern Ireland,Female,13,55 to 59,0.654414363542639,29.433962264150942,15.6,4.076320601649904,1.0263807339583753,0.93860688493854,3.8260625819254117
2021 to 2023,Northern Ireland,Female,14,60 to 64,0.614858494653342,24.705882352941178,12.6,5.49595687311691,0.93139032629451,0.963368023461603,5.294629109884849
2021 to 2023,Northern Ireland,Female,15,65 to 69,0.579798389177665,20.625,9.9,4.767008311274733,0.951479501323516,0.8972716577135996,4.277301449791986
2021 to 2023,Northern Ireland,Female,16,70 to 74,0.537688092031351,16.666666666666668,7.5,5.221055903184617,0.8690185950051188,0.8537355894330603,4.457401238968278
2021 to 2023,Northern Ireland,Female,17,75 to 79,0.482197764868464,13.170731707317072,5.4,4.695541563687264,0.8710612092063968,0.741912102434985,3.483679113586075
2021 to 2023,Northern Ireland,Female,18,80 to 84,0.423679504825432,9.72972972972973,3.6,4.154475302943027,0.8362881640180053,0.6462508530718781,2.6848332085929805
2021 to 2023,Northern Ireland,Female,19,85 to 89,0.361612714057957,6.666666666666668,2.2,3.7237335600889248,0.6565004622365735,0.5404519394105507,2.0124990243982137
2021 to 2023,Northern Ireland,Female,20,90+,0.291569652369609,4.482758620689655,1.3,4.482758620689655,0.0,0.35480694803967916,1.5905139050054582
2021 to 2023,Northern Ireland,Male,1,<1,0.946291748905347,78.7012987012987,60.6,1.4210854715202004e-14,1.0099999999999998,1.0,1.4210854715202004e-14
2021 to 2023,Northern Ireland,Male,2,01 to 04,0.942409999294366,77.92207792207792,60.0,4.271809562168329,0.9959822767532257,1.0099999999999998,4.314527657790011
2021 to 2023,Northern Ireland,Male,3,05 to 09,0.933325689832786,73.94736842105263,56.2,4.033660993639259,1.0161876079565897,1.0059420995207577,4.057629408696462
2021 to 2023,Northern Ireland,Male,4,10 to 14,0.923346129638202,68.8,51.6,7.11677033605401,0.9580586735038419,1.0222258958548285,7.2749469323658795
